STRUCTURE_NAME,indic_de,Demographic indicator,Geo_Cod,Geo_Desc,Ano,OBS_VALUE,Rank
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2000,2.5,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2001,2.6,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2002,2.1,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2003,2.4,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2004,2.1,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2005,2.2,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2006,2,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2007,2.1,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2008,2,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2009,1.9,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2010,2.1,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2011,2,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2012,1.8,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2013,1.9,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2017,1.6,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2018,1.6,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2019,1.9,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2020,2,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2021,1.9,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2022,1.4,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,AT,Austria,2023,1.7,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1960,17.1,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1961,15.6,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1962,15.6,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1963,15.1,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1964,14.3,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1965,13.9,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1966,14.4,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1967,14,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1968,12.8,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1969,12.9,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1970,12.1,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1971,12,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1972,11.5,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1973,10.7,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1974,10.3,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1975,10,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1976,9.2,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1977,7.9,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1978,7.1,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1979,6.9,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1980,6.2,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1981,6.1,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1982,5.6,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1983,5.2,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1984,4.7,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1985,4.6,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1986,4.1,8
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1987,4.2,8
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1988,4.1,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1989,3.2,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1990,3.4,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1991,3.4,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1992,3.2,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1997,2.7,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,1999,2.3,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2000,2.1,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2003,2.2,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2004,1.9,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2005,1.9,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2007,1.8,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2008,2,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2009,1.7,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2010,1.7,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2014,1.6,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2022,1.4,8
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BE,Belgium,2023,1.6,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1960,10.9,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1961,10.3,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1962,10,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1963,8.9,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1964,9,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1965,8.4,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1966,9.1,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1967,9,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1968,9.3,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1969,9.1,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1970,9.1,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1971,9.1,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1972,9.2,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1973,10.2,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1974,9.7,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1975,9.5,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1976,8.8,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1977,8.1,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1978,8.2,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1979,7.3,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1980,7.5,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1981,7.3,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1982,7.2,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1983,6.3,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1984,6.4,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1985,5.8,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1986,5.9,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1987,5.4,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1988,5.1,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1989,4.9,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1990,5.1,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1991,6.1,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1992,5.9,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1993,6.2,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1994,5.9,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1995,5.5,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1996,5.4,19
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1997,5.8,21
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1998,5.6,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,1999,5.6,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2000,4.7,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2001,5.1,22
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2002,4.6,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2003,4.4,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2004,4.5,25
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2005,4.2,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2006,3.8,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2007,3.5,22
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2008,3.3,23
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2009,3.8,25
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2010,3.6,24
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2011,3.9,25
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2012,3,22
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2013,3.1,23
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2014,3.1,22
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2015,2.8,22
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2016,2.8,21
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2017,2.6,21
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2018,2.5,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2019,2.2,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2020,1.9,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2021,2.2,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,BG,Bulgaria,2022,1.7,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2003,1.7,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2004,1.2,1
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2005,2.8,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2006,1.7,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2007,1.5,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2008,1.8,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2009,1.1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2010,2.2,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2011,1.9,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CY,Cyprus,2012,2.4,21
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1960,10.7,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1961,10,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1962,11.1,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1963,10.5,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1964,10.6,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1965,14.9,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1966,14,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1967,13.8,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1968,14,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1969,14.1,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1970,13.1,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1971,13.7,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1972,13.2,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1973,13.3,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1974,13.2,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1975,12.9,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1976,12.7,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1977,11.5,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1978,10.8,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1979,9.4,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1980,9.4,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1981,9.3,19
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1982,8.7,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1983,8.2,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1984,7.9,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1985,6.9,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1986,6.6,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1987,6.5,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1988,5.9,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1989,5.3,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1990,5.8,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1991,5.4,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1992,4.8,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1993,4.2,13
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1994,3.3,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1995,3.2,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1996,2.5,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1997,2.5,8
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1998,1.9,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,1999,1.9,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2000,1.6,1
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2001,1.5,1
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2002,1.7,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2003,1.4,1
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2004,1.3,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2005,1.1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2006,1.4,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2007,1.2,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2008,1,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2009,0.9,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2010,1,1
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2011,1.1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2012,1.1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2013,1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2014,1,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2015,1,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2016,1.2,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2017,1.2,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2018,1.1,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2019,1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2020,1.2,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2021,1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,CZ,Czechia,2022,0.9,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1960,19.7,19
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1961,19,20
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1962,17.9,19
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1963,16.8,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1964,16.1,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1965,15.7,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1966,15.5,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1967,15.2,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1968,14.8,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1969,15.3,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1970,15.2,18
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1971,14.5,17
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1972,13.8,16
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1973,13.2,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1974,12.3,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1975,11.2,15
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1976,9.6,14
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1977,8.2,12
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1978,7.5,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1979,7,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1980,6.4,11
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1981,5.8,10
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1982,5.1,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1983,4.8,9
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1984,4.5,8
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1985,4,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1986,3.8,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1987,3.7,6
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1988,3.2,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1989,3.1,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1990,2.7,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1991,2.5,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1992,2.5,2
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1993,2.4,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1994,2.4,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1995,2.4,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1996,2.3,3
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1997,2.2,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1998,2.1,4
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,1999,2.2,7
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,2000,2.1,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,2001,2,5
Infant mortality rates,ENEOMORRT,Early neonatal mortality rate,DE_TOT,Germany including former GDR,2003,2.1,8
